"Relative Intensity (%) Run #5","Angle (rad) Run #5","Relative Intensity (%) Run #6","Angle (rad) Run #6","Relative Intensity (%) Run #7","Angle (rad) Run #7","Relative Intensity (%) Run #8","Angle (rad) Run #8","Relative Intensity (%) Run #9","Angle (rad) Run #9","Relative Intensity (%) Run #10","Angle (rad) Run #10"
36.05,6.054,-6.09,2.650,1.23,4.166,1.23,3.903,2.35,3.063,10.18,3.991
36.31,6.063,-6.06,2.653,1.56,4.183,1.19,3.910,2.42,3.134,10.23,4.006
36.97,6.084,-6.07,2.653,1.64,4.194,1.20,3.918,2.68,3.193,10.34,4.024
37.45,6.107,-6.03,2.653,1.67,4.197,1.37,3.932,2.80,3.269,10.46,4.043
38.46,6.136,-6.01,2.655,1.71,4.200,1.37,3.938,3.00,3.325,10.58,4.054
39.04,6.183,-6.10,2.655,1.87,4.203,1.54,3.949,3.14,3.388,10.78,4.070
39.71,6.227,-6.03,2.655,1.91,4.208,1.61,3.966,3.40,3.446,10.87,4.084
41.37,6.263,-6.01,2.655,1.99,4.218,1.79,3.985,3.48,3.484,11.02,4.104
42.28,6.286,-6.01,2.655,2.06,4.227,1.88,3.998,3.62,3.504,11.13,4.114
43.74,6.313,-6.08,2.655,2.03,4.240,2.12,4.023,3.80,3.523,11.30,4.141
44.50,6.351,-6.07,2.655,2.15,4.249,2.19,4.053,3.80,3.547,11.41,4.188
46.14,6.393,-5.98,2.658,2.22,4.260,2.35,4.076,4.03,3.583,11.68,4.207
47.04,6.428,-6.00,2.658,2.26,4.266,2.38,4.104,4.13,3.640,11.79,4.225
48.68,6.462,-6.02,2.661,2.34,4.276,2.62,4.142,4.34,3.695,11.91,4.233
49.43,6.492,-5.96,2.663,2.55,4.287,2.65,4.166,4.53,3.724,11.97,4.240
50.88,6.513,-5.96,2.667,2.59,4.296,2.87,4.185,4.82,3.742,12.15,4.247
51.43,6.531,-5.98,2.670,2.69,4.309,3.02,4.207,4.89,3.754,12.16,4.260
52.01,6.547,-6.03,2.678,2.84,4.329,3.14,4.229,4.98,3.782,12.22,4.279
53.22,6.568,-6.05,2.684,2.97,4.350,3.39,4.257,5.08,3.820,12.34,4.312
53.77,6.589,-5.98,2.691,3.03,4.373,3.56,4.285,5.31,3.856,12.43,4.359
54.90,6.615,-6.02,2.711,3.25,4.397,3.83,4.299,5.44,3.896,12.81,4.400
55.46,6.638,-5.99,2.721,3.33,4.416,3.97,4.321,5.64,3.947,13.08,4.466
