Relative Intensity (%) Run #1,Angle (rad) Run #1,Relative Intensity (%) Run #2,Angle (rad) Run #2,Relative Intensity (%) Run #3,Angle (rad) Run #3,Relative Intensity (%) Run #4,Angle (rad) Run #4,Relative Intensity (%) Run #5,Angle (rad) Run #5,Relative Intensity (%) Run #6,Angle (rad) Run #6
-4.28,1.224,-1.89,3.052,-0.81,1.91,-0.11,3.236,11.23,6.223,4.21,4.995
-4.27,1.236,-1.89,3.085,-0.88,1.916,-0.05,3.263,11.48,6.241,4.34,5.05
-4.32,1.252,-1.93,3.123,-0.84,1.931,-0.1,3.281,11.86,6.261,4.47,5.078
-4.35,1.275,-1.9,3.167,-0.95,1.959,-0.08,3.294,12.1,6.289,4.64,5.104
-4.28,1.304,-1.86,3.222,-0.93,1.993,-0.06,3.313,12.36,6.341,4.64,5.126
-4.28,1.319,-1.87,3.285,-1.04,2.014,-0.04,3.335,13,6.387,4.93,5.187
-4.28,1.329,-1.85,3.314,-0.96,2.029,-0.05,3.371,13.44,6.432,5.12,5.264
-4.3,1.346,-1.87,3.329,-0.95,2.04,0.02,3.41,14.09,6.458,5.43,5.312
-4.3,1.359,-1.87,3.338,-0.97,2.055,0.03,3.449,14.37,6.483,5.55,5.33
-4.26,1.376,-1.86,3.344,-1,2.067,0.03,3.495,14.74,6.492,5.68,5.347
-4.29,1.389,-1.9,3.355,-1.01,2.08,0.01,3.536,14.85,6.498,5.82,5.369
-4.29,1.395,-1.87,3.369,-0.99,2.097,0.01,3.57,15.13,6.505,5.94,5.388
-4.28,1.4,-1.91,3.396,-0.86,2.113,-0.02,3.602,15.22,6.516,5.99,5.399
-4.32,1.403,-1.82,3.449,-0.84,2.133,0.08,3.624,15.48,6.53,6.13,5.413
-4.32,1.409,-1.83,3.537,-0.78,2.158,0.07,3.647,15.68,6.549,6.2,5.43
-4.33,1.414,-1.82,3.585,-0.75,2.183,0.09,3.684,15.83,6.569,6.3,5.448
-4.36,1.426,-1.86,3.6,-0.76,2.199,0.14,3.718,16.19,6.58,6.4,5.463
-4.34,1.439,-1.74,3.616,-0.79,2.213,0.15,3.74,16.37,6.613,6.48,5.484
-4.29,1.447,-1.73,3.629,-0.86,2.237,0.15,3.781,16.75,6.632,6.72,5.504
-4.28,1.458,-1.7,3.635,-0.84,2.27,0.19,3.819,16.93,6.649,6.84,5.539
-4.31,1.469,-1.67,3.64,-0.86,2.306,0.24,3.892,17.53,6.682,7.15,5.576
-4.34,1.477,-1.63,3.641,-0.84,2.329,0.36,3.963,17.94,6.736,7.26,5.601
-4.34,1.488,-1.57,3.646,-0.75,2.35,0.38,4.01,18.86,6.806,7.57,5.636
-4.38,1.499,-1.64,3.651,-0.67,2.386,0.36,4.048,19.45,6.874,7.71,5.671
-4.39,1.516,-1.61,3.66,-0.65,2.403,0.37,4.075,19.97,6.913,8.01,5.704
-4.34,1.533,-1.58,3.682,-0.64,2.414,0.46,4.101,20.78,6.937,8.2,5.752
-4.34,1.544,-1.57,3.746,-0.62,2.432,0.52,4.148,21.1,6.966,8.51,5.776
-4.34,1.554,-1.55,3.804,-0.72,2.443,0.64,4.207,21.77,6.996,8.79,5.807
-4.36,1.563,-1.55,3.815,-0.67,2.457,0.67,4.274,22.07,7.029,9.07,5.828
-4.36,1.574,-1.56,3.819,-0.61,2.472,0.69,4.35,22.76,7.064,9.18,5.843
-4.35,1.588,-1.55,3.819,-0.65,2.491,0.79,4.398,23.04,7.091,9.4,5.872
-4.35,1.602,-1.56,3.822,-0.66,2.518,0.94,4.43,23.6,7.124,9.62,5.879
-4.35,1.608,-1.53,3.822,-0.71,2.564,0.97,4.452,23.91,7.168,9.76,5.9
-4.28,1.612,-1.57,3.822,-0.6,2.606,0.92,4.475,24.22,7.215,10.17,5.93
-4.29,1.615,-1.59,3.822,-0.61,2.637,0.92,4.494,24.81,7.263,10.42,5.953
-4.28,1.615,-1.6,3.822,-0.61,2.652,1.06,4.516,25.14,7.312,10.64,5.971
-4.3,1.615,-1.54,3.822,-0.69,2.666,1.11,4.536,25.67,7.359,10.86,5.997
-4.4,1.615,-1.56,3.822,-0.74,2.678,1.22,4.565,25.91,7.397,11.09,6.01
-4.49,1.615,-1.58,3.822,-0.8,2.691,1.25,4.591,26.27,7.441,11.29,6.032
-4.51,1.618,-1.56,3.822,-0.76,2.703,1.27,4.612,26.47,7.474,11.86,6.084
-4.49,1.621,-1.56,3.826,-0.72,2.719,1.39,4.624,26.71,7.488,12.3,6.154
-4.39,1.626,-1.6,3.828,-0.76,2.741,1.42,4.653,26.81,7.518,13.21,6.217
